 22.949169     22.723885    
 22.986895     22.757457    
 23.003778     22.774091    
 23.038886     22.813405    
 22.996334     22.779590    
 22.992206     22.770135    
 22.990752     22.775636    
 23.014791     22.791896    
 23.028142     22.814831    
 22.989141     22.771092    
 22.995605     22.780694    
 22.989178     22.779337    
 22.990809     22.775839    
 22.992190     22.775307    
 22.953492     22.731640    
 23.017128     22.797317    
 22.977087     22.758623    
 22.971922     22.746302    
 22.987075     22.764537    
 22.964982     22.750301    
 22.981390     22.764412    
 23.017149     22.814528    
 22.997564     22.787661    
 22.923002     22.707423    
 22.947333     22.738089    
 22.957625     22.739977    
 23.005605     22.802822    
 22.989910     22.781193    
 22.953281     22.749592    
 22.950269     22.733978    
 23.033697     22.813707    
 22.985717     22.769852    
 23.006508     22.791906    
 22.993826     22.776530    
 23.019916     22.796013    
 23.050224     22.838100    
 23.024434     22.810421    
 22.982624     22.767687    
 22.986553     22.762573    
 22.981125     22.766227    
 23.016671     22.800330    
 22.971573     22.750731    
 22.969486     22.744533    
 23.005320     22.781508    
 22.992427     22.769808    
 23.010699     22.782111    
 22.991254     22.762243    
 22.964172     22.739989    
 22.995261     22.778437    
 22.976398     22.754771    
 22.987511     22.764489    
 23.029027     22.804140    
 23.006560     22.789018    
 22.962168     22.740879    
 23.066758     22.848826    
 23.035816     22.812116    
 23.054880     22.827146    
 23.010859     22.792855    
 23.055947     22.844256    
 23.038916     22.821933    
 22.993128     22.776814    
 23.010489     22.799438    
 23.082652     22.858159    
 23.101610     22.872355    
 23.148746     22.926817    
 23.045948     22.821093    
 22.999371     22.787303    
 22.983035     22.769748    
 23.009894     22.796362    
 22.999172     22.788885    
 23.001236     22.788876    
 23.017404     22.797444    
 22.965166     22.744266    
 22.965315     22.748597    
 23.038549     22.818456    
 23.021967     22.804593    
 22.977805     22.760227    
 22.977324     22.763040    
 22.955792     22.739496    
 22.924106     22.711437    
 22.942346     22.725694    
 22.908547     22.694255    
 22.980604     22.770007    
 22.965183     22.753181    
 22.954949     22.744842    
 22.969927     22.759169    
 23.027146     22.814367    
 22.959639     22.746606    
 22.989925     22.773711    
 22.948005     22.733861    
 22.934359     22.712458    
 22.927496     22.705478    
 22.945272     22.721068    
 22.928038     22.708993    
 22.931102     22.707616    
 23.016995     22.787457    
 23.016190     22.784737    
 22.959236     22.743532    
 22.908758     22.690248    
 22.899054     22.673658    
 23.015846     22.794892    
 22.902658     22.688422    
 22.958912     22.740698    
 22.983131     22.755743    
 22.944407     22.717180    
 22.959772     22.735524    
 22.945814     22.714955    
 22.958995     22.726204    
 22.993314     22.754236    
 22.928209     22.693954    
 22.931930     22.697645    
 22.914445     22.686624    
 22.914651     22.685783    
 22.924675     22.699688    
 22.968633     22.749581    
